英文,中文
"Deputy Prime Minister of Thailand Prajin Juntong, Deputy Prime Minister of Mongolia Enkhtuvshin,",泰国副总理巴金詹东、蒙古国副总理恩赫图布辛
"We hope that both sides will lead well in development strategy and better realize win-win, mutually beneficial cooperation.",希望双方对接好发展战略，更好实现互利双赢。
He says he was beaten by the military after helping to bury four of the victims.,他说他在帮助埋葬四名受害者之后被军方打了。
Haysom said a strong role for women will add to Afghanistan's democratic success.,海伊索姆称女性的重要地位将促进阿富汗民主。
I was shown this apartment in Earls Court and it had the same high ceilings.,我在伯爵宫看到这间公寓，它的天花板也很高。
Some were in the '90s and in early 2000s.,有些是在 90 年代和 2000 年代初。
The White House argues the true cost of operating the helicopter is well below that rate.,白宫方面称操作该直升机的成本远低于该费用。
"Abbasi said that the at present, the economic corridor construction in Pakistan and China is proceeding smoothly.",阿巴西表示，当前巴中经济走廊建设进展顺利。
"On the 2nd, after voting, the US Senate has passed a massive tax cut bill.",美国国会参议院二号投票通过大规模减税法案。
And it especially matters when it's a guy like Hogan.,这一点尤其重要，因为面对的是霍根这样的人。
"It is still blockaded by police, so that area is not accessible for us.",仍然被警察封锁着，那个区域我们是无法跨入。
"""This does feel really special,"" said the Southport-based player.",这位绍斯波特的运动员说：“这确实非常特别。
Forget purchasing agents! These 8000-plus products enjoy zero tariff,再也不用找代购了！这8000多种产品零关税
Guidance Books for learning the spirit of the Nineteen Congress of CPC in ethnic minority languages.,党的十九大文件及学习辅导读物少数民族文字版
We shall build up and carry out the concept that beautiful scenery is the gold and silver mines.,我们要树立和践行绿水青山就是金山银山的理念
"Market order shall be normalized, and strong measures shall be taken to crack down on counterfeit and shoddy products so that the survival of the fittest will be advanced.",规范市场秩序，严打假冒伪劣，促进优胜劣汰。
the Chinese Communist Party will make contributions to the peace and tranquility of the world.,中国共产党将一如既往为世界和平安宁作贡献。
Met reporters together and attended the closing ceremony of the China-Russia Year of Media Exchange.,共同会见记者，并出席中俄媒体交流年闭幕式。
There has been further development in the criminal case of Chinese scholar Zhang Yingying who was murdered in the US.,中国学者章莹颖在美遇害案近日有了新的进展。
a section in the report about about advancing green development and building a beautiful China.,是报告中推进绿色发展，建设美丽中国的内容。
and it was unacceptable that some countries did not recognize the plan.,某些国家不承认这一多边协议的行为不可接受。
"""Everything has been announced, everything will be implemented.",他补充说，“一切都得已宣布，一切都会实施。
"At first glance, it looks like a statue albeit a terrifying one.",乍一看，它挺可怕的，但看起来却像一尊雕像。
"We should encourage innovation and creation, enhance the vitality of development, promote open cooperation,",要鼓励创新创造、增强发展活力，促进开放合作
"After the poverty-stricken counties are lifted out of poverty, relevant policies, supports and measures shall be continued for them.",贫困县脱贫后不脱政策、不脱帮扶、不脱措施。
"Since the implementation of the eight provisions of the Central Government in the past five years, we have been rectifying the trend of four styles.",中央八项规定实施五年来，驰而不息纠正四风。
Both sides also exchanged views on international and regional issues of common interest.,双方还就共同关心的国际和地区问题交换意见。
"Bian Zheng said that couplets became an Internet hit as a result, and that he was very surprised as well.",卞正坦言，对联因此走红网络，自己也很意外。
And she gives herself a very different name: Mother of Exiles.,她给自己起了一个非常不同的名字：流放之母。
The end date of this peace talks will be postponed to December 15.,而本轮和谈的结束日期将推迟至十二月十五号。
"""You want to do well; but you do feel that extra pressure.",你想要做好；但是又能感觉到那股额外的压力。
Purchase quota is a fixed threshold many cities would adopt when implementing real estate control measures.,限购是很多城市房地产调控政策的一道硬杠杠。
3. we must believe that the opportunity is currently underserved; and,3.我们必须确信这个新机会是被市场忽视的；
"Police said the villagers threw rocks at officers, who responded by firing warning shots.",警方称村民向警察扔石头，所以警察开枪警告。
CMC should set up the baton for fight in the war at the beginning of the work.,军委工作一开始就要把备战打仗的指挥棒立起来
Again Rangers failed to deal with a deep Jacobs set-piece.,流浪者再次深陷雅各布斯精心设定的攻防套路。
"Within minutes a wall of water crashes onto the shore, carrying away buildings and cars.",几分钟后，水墙冲上海岸，卷走了建筑和车辆。
Some parishioners complained of a lack of transparency on the diocese's part.,一些教区居民抱怨称教区行事方面缺乏透明度。
"""Last year we lived through one of our best moments.",“去年，我们经历了人生中最美好的一段时光。
Ri was speaking Saturday at the United Nations General Assembly.,在周六举行的联合国大会上，李勇浩发表演讲。
"That's not a very nice thing to do,"" the investment banker added.",那可不是明智之举”，这位投资银行家补充到。
The storm is encountering cooler waters in the Pacific and therefore powering down.,飓风接触了太平上凉爽的海水，因而风力减弱。
"""Do they think I get a discount?"" she wondered.",“他们认为我需要折扣吗？”，施罗德怀疑到。
